Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,ratingsCount,Price
HISTORY OF THE GERMAN GENERAL STAFF,"Includes more than twenty portraits and the World War Two On The Eastern Front (1941-1945) Illustration Pack – 198 photos/illustrations and 46 maps. The HISTORY OF THE GERMAN GENERAL STAFF is the first comprehensive history of the Prussian and later German General Staff from its earliest beginnings in the Thirty Years’ War to the German unconditional surrender in 1945. With the dawn of the industrial age, war was taken out of the hands of monarchs and aristocrats. During the first decades of its existence the German General Staff was led by idealists with constructive political conceptions and ethical and Christian mentality. The emergence of the anonymous technicians, whose political convictions were either non-existent or formed by military necessity or ambitions, only served to aggravate an expansionist, adventurous, and militaristic national temperament. Hitler’s decision to force his country into a war which could not end well and his deep hostility toward the General Staff created the greatest tragedy in its history when most of its members were continually torn by the struggle between human, ethical, and patriotic responsibilities on the one hand and by military obedience as exemplified in their military oath on the other. The continual conflict ended in the attempt on Hitler’s life and also in the complete destruction of the German General Staff by Hitler himself...There were aloof and cold technicians, warm-hearted, emotional men with European conceptions, fanatical Nazis, gullible dupes, drill-sergeant types, and true idealistic aristocrats like Stauffenberg. The...HISTORY OF THE GERMAN GENERAL STAFF, which is based on tremendous research in German and foreign sources and on many interviews with German generals and staff officers who survived World War II, is considered the standard work in the field.",Walter Görlitz,http://books.google.com/books/content?id=oclvCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=oclvCwAAQBAJ&printsec=frontcover&dq=HISTORY+OF+THE+GERMAN+GENERAL+STAFF&hl=&cd=1&source=gbs_api,Pickle Partners Publishing,2015-11-06,https://play.google.com/store/books/details?id=oclvCwAAQBAJ&source=gbs_api,2.0,29.704370023320795
Mariette in Ecstasy,The highly acclaimed and provocatively rendered story of a young postulant's claim to divine possession and religious ecstasy.,Ron Hansen,http://books.google.com/books/content?id=prlNlkbAyjAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=prlNlkbAyjAC&printsec=frontcover&dq=Mariette+in+Ecstasy&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-27,https://play.google.com/store/books/details?id=prlNlkbAyjAC&source=gbs_api,5.0,8.98
Whoever You Are,"Despite the differences between people around the world, there are similarities that join humanity together, such as pain, joy, and love. On board pages.",Mem Fox,http://books.google.com/books/content?id=LXu468k34vIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=LXu468k34vIC&printsec=frontcover&dq=Whoever+You+Are&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt,2007,http://books.google.com/books?id=LXu468k34vIC&dq=Whoever+You+Are&hl=&source=gbs_api,5.0,11.55
The Bridesmaids ~ Inside the Privileged World of Grace Kelly and Six Intimate Friends,"An adrenaline-fueled read that will stay with you long after you turn the final page, Bad Call is a ""compulsively readable, totally unforgettable"" memoir about working on a New York City ambulance in the 1960s (James Patterson). Bad Call is Mike Scardino's visceral, fast-moving, and mordantly funny account of the summers he spent working as an ""ambulance attendant"" on the mean streets of late-1960s New York. Fueled by adrenaline and Sabrett's hot dogs, young Mike spends his days speeding from one chaotic emergency to another. His adventures take him into the middle of incipient race riots, to the scene of a plane crash at JFK airport and into private lives all over Queens, where New Yorkers are suffering, and dying, in unimaginable ways. Learning on the job, Mike encounters all manner of freakish accidents (the man who drank Drano, the woman attacked by rats, the man who inflated like a balloon), meets countless unforgettable New York characters, falls in love, is nearly murdered, and gets an early and indelible education in the impermanence of life and the cruelty of chance. Action-packed, poignant, and rich with details that bring Mike's world to technicolor life, Bad Call is a gritty portrait of a bygone era as well as a bracing reminder that, though ""life itself is a fatal condition,"" it's worth pausing to notice the moments of beauty, hope, and everyday heroism along the way.",Mike Scardino,http://books.google.com/books/content?id=zEQ9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zEQ9DwAAQBAJ&pg=PP1&dq=The+Bridesmaids+~+Inside+the+Privileged+World+of+Grace+Kelly+and+Six+Intimate+Friends&hl=&cd=1&source=gbs_api,"Little, Brown",2018-07-17,https://play.google.com/store/books/details?id=zEQ9DwAAQBAJ&source=gbs_api,3.0,29.704370023320795
Astrological Aromatherapy,"Whether you are an aromatherapist or an astrologer, a beginner or experienced, this book will set you on the road to bringing these two ancient arts together. For thousands of years healers have observed that both people and plants respond to the annual cycle of the heavens and used this knowledge to help in their work. Even the smallest knowledge of astrology can help you do the same. Simply knowing an individual's star sign can guide your choice of essential oils to help yourself, your family, friends or professional clients. What is your Signature oil? How do the Sun, Moon and Planets affect your health? How can you use a birthchart to make unique, personalized blends for pleasure or treatment?",Patricia Davis,http://books.google.com/books/content?id=9Y8mu-Awp10C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=9Y8mu-Awp10C&printsec=frontcover&dq=Astrological+Aromatherapy&hl=&cd=1&source=gbs_api,Random House,2012-05-31,https://play.google.com/store/books/details?id=9Y8mu-Awp10C&source=gbs_api,1.0,17.48
Hands Can,"Provides youngsters with an almost sensory experience."" — School Library Journal Hands can do all kinds of things — wave hello and good-bye, play peekaboo, touch things, clap, even tie a shoe. For the very young, hands are a never-ending source of discovery and a means of mastery in an ever-unfolding world. With singsong rhythm, simple design, and alluring color photos of toddlers, Hands Can invites the littlest readers to discover the many things hands can do.",Cheryl Willis Hudson,http://books.google.com/books/content?id=W60JEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=W60JEAAAQBAJ&printsec=frontcover&dq=Hands+Can&hl=&cd=1&source=gbs_api,Candlewick Press,2020-12-01,https://play.google.com/store/books/details?id=W60JEAAAQBAJ&source=gbs_api,2.0,11.67
The Praying Mantids,"""Reviews current understanding of mantid biology related to their taxonomy and morphology, reproduction, neurobiology, ecology, and defense strategies."" -- Choice","Frederick R. Prete, Professor Frederick R Prete, Professor Harrington Wells, Lawrence E. Hurd, Patrick H. Wells",http://books.google.com/books/content?id=DpQtuB-EVSUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=DpQtuB-EVSUC&printsec=frontcover&dq=The+Praying+Mantids&hl=&cd=1&source=gbs_api,JHU Press,1999,http://books.google.com/books?id=DpQtuB-EVSUC&dq=The+Praying+Mantids&hl=&source=gbs_api,1.0,29.704370023320795
A simple story,"When Miss Milner announces her passion for her guardian, a Catholic priest, she breaks through the double barrier of religious vocation and society's standards of `proper' womanly behaviour. Her love is legitimized when Dorriforth is released from his vows, but she finds her own unorthodox nature cannot conform to a marriage where her husband continues to be a stern moral guide. With a sureness of touch that prefigures Jane Austen, Elizabeth Inchbald shows that there is no simple answer to their predicament, and that their conflict can only be resolved in the next generation.",Elizabeth Inchbald,http://books.google.com/books/content?id=yDJoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yDJoPwAACAAJ&dq=A+simple+story&hl=&cd=1&source=gbs_api,Oxford Paperbacks,2009-05-07,http://books.google.com/books?id=yDJoPwAACAAJ&dq=A+simple+story&hl=&source=gbs_api,3.0,29.704370023320795
The One Minute Millionaire: The Enlightened Way to Wealth,"Outlines a revolutionary approach to building wealth rapidly, counseling readers on how to make the most of limited starting resources while overcoming fear-based obstacles to risk taking, in a guide that also provides recommendations for enjoying and sharing one's wealth ethically. Reprint.","Mark Victor Hansen, Robert G. Allen",http://books.google.com/books/content?id=N9iODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=N9iODQAAQBAJ&printsec=frontcover&dq=The+One+Minute+Millionaire:+The+Enlightened+Way+to+Wealth&hl=&cd=1&source=gbs_api,Currency,2009-08,http://books.google.com/books?id=N9iODQAAQBAJ&dq=The+One+Minute+Millionaire:+The+Enlightened+Way+to+Wealth&hl=&source=gbs_api,1.0,29.704370023320795
The Five Books of Moses,Offers a translation of and commentary on the first five books of the Hebrew Bible,Everett Fox,http://books.google.com/books/content?id=bismAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bismAQAAMAAJ&q=The+Five+Books+of+Moses&dq=The+Five+Books+of+Moses&hl=&cd=1&source=gbs_api,Schocken,1997,http://books.google.com/books?id=bismAQAAMAAJ&dq=The+Five+Books+of+Moses&hl=&source=gbs_api,4.0,29.704370023320795
Son of a star,"Custer's Last Stand is among the most enduring events in American history--more than one hundred years after the fact, books continue to be written and people continue to argue about even the most basic details surrounding the Little Bighorn. Evan S. Connell, whom Joyce Carol Oates has described as ""one of our most interesting and intelligent American writers,"" wrote what continues to be the most reliable--and compulsively readable--account of the subject. Connell makes good use of his meticulous research and novelist's eye for the story and detail to re-vreate the heroism, foolishness, and savagery of this crucial chapter in the history of the West.",Evan S. Connell,http://books.google.com/books/content?id=KcUAHCM47TIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=KcUAHCM47TIC&pg=PP1&dq=Son+of+a+star&hl=&cd=1&source=gbs_api,North Point Press,2011-04-01,https://play.google.com/store/books/details?id=KcUAHCM47TIC&source=gbs_api,5.0,29.704370023320795
Barney's Mother Goose Hunt,"Youngsters are invited to find items in the illustrations as Mother Goose joins Barney to present ""Pat-a-cake,"" ""Humpty Dumpty,"" ""Mary, Mary, Quite Contrary,"" ""Jack and Jill,"" and other familiar nursery rhymes",Monica Mody,http://books.google.com/books/content?id=hxU7GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=hxU7GwAACAAJ&dq=Barney%27s+Mother+Goose+Hunt&hl=&cd=1&source=gbs_api,Scholastic,1999-01-01,http://books.google.com/books?id=hxU7GwAACAAJ&dq=Barney%27s+Mother+Goose+Hunt&hl=&source=gbs_api,1.0,29.704370023320795
A Reverence for Wood / Eric Sloane.,"This book underscores the important role that wood has played in the development of American life and culture. Covering such topics as the aesthetics of wood, wooden implements, and carpentry, Sloane remarks expansively and with affection on the resourcefulness of Early Americans in their use of this precious commodity.",Eric Sloane,http://books.google.com/books/content?id=U9soAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=U9soAwAAQBAJ&printsec=frontcover&dq=A+Reverence+for+Wood+/+Eric+Sloane.&hl=&cd=1&source=gbs_api,Courier Corporation,2004-02-18,http://books.google.com/books?id=U9soAwAAQBAJ&dq=A+Reverence+for+Wood+/+Eric+Sloane.&hl=&source=gbs_api,5.0,29.704370023320795
